step,temp,press,KE,PE,E,Vol
13280,557.3724826,-4296.174533,37.53599097,-1905.180679,-1867.644688,6489.519915
13290,560.6763585,-4074.198567,37.75848895,-1905.525367,-1867.766878,6487.178773
13300,560.2044235,-3169.820951,37.72670671,-1905.619973,-1867.893266,6482.565654
13310,555.9482762,-1646.892732,37.44007845,-1905.458362,-1868.018284,6476.242702
13320,545.5576465,279.8409408,36.74032632,-1904.8752,-1868.134874,6469.112145
13330,532.6698291,2084.241169,35.87240224,-1904.111809,-1868.239407,6462.273454
13340,533.3663977,2907.158707,35.91931233,-1904.25775,-1868.338438,6456.710793
13350,551.8437286,2512.169437,37.1636596,-1905.605919,-1868.442259,6452.85591
13360,570.6528953,1675.373812,38.43035419,-1906.9836,-1868.553246,6450.489552
13370,576.8354701,1183.853531,38.84671682,-1907.515125,-1868.668408,6449.145122
13380,571.3736996,1210.207127,38.47889642,-1907.263459,-1868.784563,6448.531762
13390,560.1747818,1487.711997,37.72471051,-1906.624558,-1868.899848,6448.638525
13400,547.9404503,1685.902147,36.90079513,-1905.914425,-1869.01363,6449.59546
13410,537.4391054,1659.534842,36.19358694,-1905.319468,-1869.125881,6451.494997
13420,530.1857608,1396.580918,35.70511382,-1904.941512,-1869.236398,6454.307203
13430,529.1282725,803.0129452,35.63389776,-1904.979093,-1869.345195,6457.863031
13440,536.0873558,-207.2940338,36.10255399,-1905.555198,-1869.452644,6461.806173
13450,545.6698327,-1360.101658,36.74788144,-1906.306981,-1869.559099,6465.564554
13460,546.8598827,-2050.360598,36.82802481,-1906.493107,-1869.665082,6468.509475
13470,532.9824091,-1904.875109,35.8934528,-1905.663299,-1869.769846,6470.276681
13480,512.7622809,-1319.347369,34.53173766,-1904.403416,-1869.871678,6470.948885
13490,503.1795775,-1092.500547,33.88639495,-1903.857168,-1869.970773,6470.839869
13500,511.3593278,-1526.230239,34.43725642,-1904.50736,-1870.070104,6470.07726
13510,528.8364246,-2108.639582,35.6142434,-1905.787142,-1870.172898,6468.448716
13520,542.4414474,-2112.731825,36.53046734,-1906.810533,-1870.280066,6465.671818
13530,546.1201781,-1285.954462,36.77820975,-1907.167284,-1870.389075,6461.777689
13540,541.3866266,101.6544164,36.45943092,-1906.954853,-1870.495422,6457.2482
13550,533.1826618,1523.988182,35.90693872,-1906.503359,-1870.59642,6452.864291
13560,527.6616216,2473.562131,35.53512683,-1906.229087,-1870.69396,6449.41077
13570,526.8999232,2799.36335,35.48383061,-1906.275917,-1870.792086,6447.404431
13580,526.1479932,2770.36563,35.43319223,-1906.325827,-1870.892635,6447.018955
13590,520.7603274,2631.183464,35.07036238,-1906.065043,-1870.994681,6448.223003
13600,514.1120624,2245.535123,34.62263806,-1905.719795,-1871.097157,6450.904566
13610,510.9979757,1419.181396,34.41292133,-1905.612057,-1871.199136,6454.810216
13620,507.751676,370.8394899,34.19430079,-1905.492476,-1871.298175,6459.460967
13630,502.0622684,-671.0681211,33.81115028,-1905.203235,-1871.392084,6464.25793
13640,503.5064734,-1899.539885,33.90840959,-1905.390548,-1871.482138,6468.589594
13650,516.8960057,-3315.869376,34.81012143,-1906.382406,-1871.572284,6471.754956
13660,531.0479332,-4333.377849,35.76317641,-1907.430436,-1871.66726,6472.986591
13670,533.3773049,-4343.199857,35.92004687,-1907.689749,-1871.769703,6471.761064
13680,523.1516816,-3263.146053,35.23140701,-1907.107783,-1871.876376,6468.119849
13690,509.6568787,-1588.943797,34.32260578,-1906.302589,-1871.979983,6462.704402
13700,504.2194033,-109.8795047,33.95642153,-1906.032995,-1872.076573,6456.470402
13710,512.2945281,670.2200711,34.50023706,-1906.669373,-1872.169136,6450.25539
13720,527.682142,978.2282684,35.53650877,-1907.79916,-1872.262651,6444.515878
13730,534.929887,1513.144488,36.02460479,-1908.3823,-1872.357695,6439.453432
13740,523.553332,2655.913175,35.25845598,-1907.708932,-1872.450476,6435.378844
13750,501.7925642,3962.026712,33.79298718,-1906.332487,-1872.539499,6432.901035
13760,489.6807141,4453.99348,32.97732026,-1905.606838,-1872.629517,6432.68382
13770,500.3503357,3463.269041,33.69586097,-1906.421448,-1872.725587,6434.934237
13780,529.6183791,1257.592782,35.66690376,-1908.493279,-1872.826376,6439.062227
13790,557.282019,-1018.878942,37.52989874,-1910.456976,-1872.927077,6443.840619
13800,564.7982027,-2251.768575,38.03607263,-1911.062528,-1873.026455,6448.017745
13810,552.5963478,-2252.067893,37.21434438,-1910.340335,-1873.125991,6450.907754
13820,533.9704657,-1598.801028,35.95999301,-1909.185485,-1873.225492,6452.501592
13830,520.8147438,-980.7024788,35.07402703,-1908.397801,-1873.323774,6453.159948
13840,518.7088796,-788.2968728,34.93220858,-1908.353649,-1873.421441,6453.23215
13850,524.0313312,-959.3694596,35.29064661,-1908.810424,-1873.519777,6452.841169
13860,530.1587151,-1218.209697,35.70329244,-1909.322602,-1873.61931,6451.910988
13870,535.8141587,-1381.882999,36.08415566,-1909.804897,-1873.720742,6450.311188
13880,539.460282,-1281.262827,36.32970214,-1910.153844,-1873.824142,6447.96816
13890,536.5689849,-747.0815205,36.13498908,-1910.062686,-1873.927696,6444.961545
13900,526.6104038,174.3239757,35.46433305,-1909.492853,-1874.02852,6441.606214
13910,514.9892638,1170.324164,34.68171278,-1908.806929,-1874.125216,6438.417985
13920,506.497821,1893.778427,34.10986051,-1908.328575,-1874.218714,6435.943385
13930,502.695839,2168.011063,33.8538178,-1908.165092,-1874.311275,6434.571855
13940,502.4858818,2078.28629,33.83967833,-1908.244207,-1874.404529,6434.44403
13950,503.3353694,1865.156503,33.89688667,-1908.395743,-1874.498856,6435.500111
13960,502.3993584,1656.760527,33.83385145,-1908.427392,-1874.59354,6437.606867
13970,500.6145081,1289.827017,33.71365154,-1908.401462,-1874.687811,6440.621533
13980,501.0327215,554.2550907,33.74181592,-1908.522853,-1874.781037,6444.310643
13990,503.0056519,-453.0495573,33.87468201,-1908.746681,-1874.871999,6448.249849
14000,505.7824145,-1454.455945,34.06168179,-1909.022274,-1874.960592,6451.873989
14010,509.7678513,-2221.293896,34.33007918,-1909.378719,-1875.04864,6454.625852
14020,512.8646935,-2579.027317,34.53863458,-1909.676783,-1875.138148,6456.088288
14030,512.3708194,-2456.386816,34.50537486,-1909.735323,-1875.229949,6456.080591
14040,507.1519862,-1941.069401,34.15391496,-1909.476833,-1875.322918,6454.692649
14050,498.8368196,-1185.203935,33.59393393,-1909.008688,-1875.414754,6452.235864
14060,492.785249,-446.5682882,33.18639372,-1908.690348,-1875.503955,6449.148697
14070,495.2024337,-23.68581551,33.3491779,-1908.940679,-1875.591501,6445.848952
14080,505.8827924,78.25062508,34.06844169,-1909.748308,-1875.679867,6442.580755
14090,515.8208462,228.4634156,34.73771531,-1910.507508,-1875.769793,6439.420523
14100,518.02999,703.0109814,34.88648907,-1910.746475,-1875.859986,6436.465728
14110,513.4392348,1421.480178,34.5773268,-1910.52659,-1875.949263,6433.978339
14120,505.2089056,2095.376855,34.0230591,-1910.060168,-1876.037109,6432.344873
14130,499.5999964,2295.211338,33.64532972,-1909.769882,-1876.124552,6431.912553
14140,504.7587832,1678.199471,33.99274582,-1910.206449,-1876.213703,6432.757123
14150,519.9406612,489.0795081,35.01516234,-1911.320693,-1876.305531,6434.518748
14160,530.8401324,-424.5551114,35.74918217,-1912.148007,-1876.398825,6436.549876
14170,526.4809056,-497.3074873,35.45561206,-1911.947401,-1876.491789,6438.355598
14180,512.7186245,-31.8274309,34.52879763,-1911.112283,-1876.583485,6439.882451
14190,499.8418927,362.5207053,33.66162011,-1910.335192,-1876.673572,6441.369461
14200,491.2142553,391.0521435,33.08059587,-1909.842409,-1876.761813,6443.028213
14210,488.2454287,21.68274104,32.88066163,-1909.72893,-1876.848269,6444.871059
14220,494.1152543,-693.1990888,33.27596231,-1910.210142,-1876.93418,6446.686444
14230,505.5700124,-1502.899359,34.04737767,-1911.068695,-1877.021317,6448.077893
14240,510.4775161,-1876.693974,34.37787123,-1911.487996,-1877.110125,6448.616322
14250,502.5028986,-1551.037877,33.84082432,-1911.039811,-1877.198987,6448.115738
14260,491.5369108,-955.2332941,33.10232496,-1910.388478,-1877.286153,6446.757405
14270,491.1979477,-729.424956,33.07949765,-1910.451998,-1877.3725,6444.862934
14280,501.1380403,-973.994266,33.74890857,-1911.209071,-1877.460163,6442.565133
14290,511.7402936,-1275.365194,34.46291239,-1912.013123,-1877.550211,6439.752623
14300,517.0700648,-1238.049401,34.82184336,-1912.464358,-1877.642514,6436.281601
14310,514.2180042,-608.1153633,34.62977266,-1912.364775,-1877.735002,6432.197605
14320,501.5279341,644.6733937,33.77516578,-1911.598817,-1877.823651,6427.872136
14330,483.3245507,2114.220163,32.54926738,-1910.454914,-1877.905647,6424.001272
14340,471.4149368,3054.580567,31.74721996,-1909.730639,-1877.983419,6421.372742
14350,475.3464906,2949.314398,32.01198863,-1910.074975,-1878.062987,6420.471106
14360,490.5749931,2008.966326,33.03754506,-1911.184577,-1878.147032,6421.218516
14370,504.0817253,912.9229733,33.94714967,-1912.180931,-1878.233781,6423.090569
14380,507.6797156,168.9870183,34.18945465,-1912.510187,-1878.320733,6425.474215
14390,503.3085804,-139.3793325,33.89508258,-1912.301843,-1878.406761,6427.944173
14400,497.1153651,-218.2888539,33.47800337,-1911.969846,-1878.491842,6430.314064
14410,491.9559895,-310.1496365,33.13054762,-1911.706409,-1878.575861,6432.529049
14420,488.6908281,-573.7346045,32.91065685,-1911.569523,-1878.658867,6434.531221
14430,486.3589162,-964.1400765,32.75361532,-1911.494685,-1878.74107,6436.175624
14440,481.6044575,-1238.010134,32.43342851,-1911.255834,-1878.822406,6437.257498
14450,472.8163415,-1206.782298,31.84159691,-1910.743983,-1878.902386,6437.638994
14460,464.5642365,-975.5894551,31.28586273,-1910.26651,-1878.980647,6437.343568
14470,464.1804578,-814.6977539,31.26001734,-1910.318221,-1879.058204,6436.499092
14480,470.4872442,-715.2435902,31.68474494,-1910.820968,-1879.136223,6435.206575
14490,476.2484834,-485.8853449,32.07273292,-1911.287313,-1879.21458,6433.540111
14500,479.536016,-136.5567087,32.29413027,-1911.587105,-1879.292974,6431.635626
14510,482.4233985,139.4145057,32.48857971,-1911.859777,-1879.371197,6429.686024
14520,487.8885462,160.3973017,32.85662754,-1912.30653,-1879.449903,6427.839552
14530,496.1484593,-43.93232678,33.41288756,-1912.942996,-1879.530109,6426.107534
14540,502.3502857,-164.2066382,33.83054667,-1913.442793,-1879.612246,6424.386959
14550,497.7930763,219.9659475,33.52364352,-1913.218198,-1879.694554,6422.630906
14560,480.7182273,1116.655416,32.37374574,-1912.147654,-1879.773909,6421.059008
14570,462.9223403,1934.720665,31.17529,-1911.025126,-1879.849836,6420.146349
14580,456.1710514,2128.748861,30.72062758,-1910.645469,-1879.924842,6420.318586
14590,461.3098698,1629.2258,31.06669892,-1911.06741,-1880.000711,6421.666098
14600,473.7978054,665.6581461,31.90769315,-1911.985474,-1880.077781,6423.899639
14610,486.2129407,-383.9274493,32.74378467,-1912.899151,-1880.155366,6426.478457
14620,492.5211587,-1171.815994,33.16860868,-1913.401402,-1880.232793,6428.81975
14630,494.9462583,-1695.20731,33.33192588,-1913.64252,-1880.310594,6430.479376
14640,498.5298736,-2133.97864,33.5732628,-1913.963511,-1880.390249,6431.159904
14650,500.1099007,-2364.448903,33.67966899,-1914.152215,-1880.472546,6430.632525
14660,492.4943726,-2018.257423,33.16680478,-1913.722887,-1880.556082,6428.804344
14670,477.2499291,-1055.769988,32.14017481,-1912.777907,-1880.637732,6425.895239
14680,463.1348308,149.3752229,31.18960008,-1911.904689,-1880.715089,6422.450537
14690,455.0839877,1229.284651,30.64741979,-1911.435466,-1880.788046,6419.144161
14700,452.9984248,2026.066966,30.50696852,-1911.365433,-1880.858465,6416.577831
14710,455.9740761,2450.813149,30.70736238,-1911.636513,-1880.92915,6415.185418
14720,461.8009762,2441.502317,31.09977226,-1912.101804,-1881.002031,6415.18509
14730,468.0574959,1994.826553,31.52111467,-1912.598511,-1881.077396,6416.550099
14740,473.1620055,1194.408437,31.8648755,-1913.018852,-1881.153976,6419.011887
14750,476.3640974,233.002073,32.08051889,-1913.310629,-1881.23011,6422.111153
14760,475.8188419,-589.3203069,32.04379891,-1913.34865,-1881.304851,6425.308892
14770,468.3484347,-1024.255643,31.54070781,-1912.918315,-1881.377607,6428.150015
14780,457.3295957,-1202.761574,30.79864921,-1912.246725,-1881.448076,6430.386405
14790,454.8308522,-1570.805561,30.63037249,-1912.147985,-1881.517612,6431.901855
14800,465.0597593,-2178.36413,31.31923349,-1912.908162,-1881.588929,6432.493864
14810,475.2304532,-2397.669549,32.00417415,-1913.6676,-1881.663426,6431.86276
14820,473.7469079,-1758.131771,31.90426548,-1913.64372,-1881.739454,6429.927585
14830,466.0146197,-664.3369946,31.38353812,-1913.197376,-1881.813838,6427.052522
14840,465.3770098,97.39270841,31.34059858,-1913.226656,-1881.886057,6423.834313
14850,475.7262698,302.6285636,32.03756469,-1913.996336,-1881.958771,6420.698927
14860,485.7483234,532.1202216,32.71249523,-1914.745721,-1882.033226,6417.790436
14870,482.3351394,1380.892314,32.48263594,-1914.589793,-1882.107157,6415.265581
14880,466.9840719,2601.45256,31.44882543,-1913.62742,-1882.178595,6413.585589
14890,452.4027748,3367.683547,30.46685475,-1912.716069,-1882.249215,6413.385798
14900,449.6806248,3043.86473,30.28353282,-1912.605742,-1882.322209,6415.045383
14910,458.9827676,1672.360288,30.90998131,-1913.307456,-1882.397475,6418.356063
14920,468.9419657,-12.48335744,31.58067888,-1914.051927,-1882.471248,6422.555284
14930,470.2586228,-1237.152596,31.66934854,-1914.2109,-1882.541551,6426.714586
14940,464.547274,-1831.130857,31.2847204,-1913.894289,-1882.609569,6430.147297
14950,459.4523452,-2141.917673,30.94160479,-1913.61877,-1882.677166,6432.507702
14960,459.1226734,-2430.400526,30.9194032,-1913.665269,-1882.745865,6433.620597
14970,460.1945454,-2521.739888,30.99158792,-1913.808205,-1882.816617,6433.349261
14980,457.3871689,-2123.47026,30.80252645,-1913.691345,-1882.888819,6431.678011
14990,451.577931,-1238.310345,30.41130603,-1913.371713,-1882.960407,6428.855797
15000,448.321798,-181.2773473,30.19202326,-1913.221627,-1883.029604,6425.388944
15000,448.321798,-181.2773473,30.19202326,-1913.221627,-1883.029604,6425.388944
15010,451.7950292,-34.53978887,30.4259264,-1913.4556,-1883.029674,6425.388944
15020,459.3952233,-185.0673812,30.93775794,-1913.967764,-1883.030006,6425.388944
15030,464.1391147,-425.639688,31.25723311,-1914.287516,-1883.030283,6425.388944
15040,460.8722274,-489.5653228,31.0372261,-1914.06731,-1883.030084,6425.388944
15050,454.3694714,-426.5513827,30.59930102,-1913.628878,-1883.029577,6425.388944
15060,455.5634612,-583.9331654,30.67970971,-1913.709084,-1883.029374,6425.388944
15070,467.966288,-1103.456399,31.51497232,-1914.544923,-1883.029951,6425.388944
15080,479.3208988,-1570.040821,32.27964331,-1915.310213,-1883.03057,6425.388944
15090,476.6512472,-1510.65798,32.09985686,-1915.130229,-1883.030372,6425.388944
15100,463.723316,-1017.954016,31.22923134,-1914.258939,-1883.029708,6425.388944
15110,454.9780337,-606.3479381,30.64028436,-1913.669687,-1883.029403,6425.388944
15120,457.8474789,-623.1209319,30.83352581,-1913.86329,-1883.029764,6425.388944
15130,465.9421608,-948.8326261,31.37865841,-1914.408904,-1883.030246,6425.388944
15140,468.938243,-1204.810381,31.58042817,-1914.610883,-1883.030454,6425.388944
15150,462.5019625,-1112.99352,31.14697985,-1914.17712,-1883.03014,6425.388944
15160,452.991222,-805.6574001,30.50648345,-1913.53617,-1883.029686,6425.388944
15170,449.5466006,-634.9794061,30.27450703,-1913.304157,-1883.02965,6425.388944
15180,453.3971368,-776.692782,30.5338196,-1913.563659,-1883.02984,6425.388944
15190,460.4084948,-1185.139763,31.00599624,-1914.036031,-1883.030035,6425.388944
15200,466.3037329,-1718.184833,31.40300832,-1914.43308,-1883.030072,6425.388944
15210,470.0825085,-2216.026084,31.6574882,-1914.687511,-1883.030023,6425.388944
15220,472.1332487,-2462.676002,31.79559435,-1914.825762,-1883.030168,6425.388944
15230,470.1587787,-2272.665624,31.66262459,-1914.69272,-1883.030096,6425.388944
15240,465.9170572,-1846.034862,31.37696782,-1914.406739,-1883.029771,6425.388944
15250,465.475053,-1611.465679,31.34720125,-1914.376965,-1883.029764,6425.388944
15260,469.1424635,-1640.133721,31.59418131,-1914.624138,-1883.029957,6425.388944
15270,472.9422114,-1667.482207,31.85007356,-1914.880085,-1883.030011,6425.388944
15280,474.6010391,-1526.367101,31.96178655,-1914.991947,-1883.030161,6425.388944
15290,470.7212269,-1190.923878,31.70050239,-1914.730827,-1883.030324,6425.388944
15300,458.7505946,-685.4914258,30.89434573,-1913.924439,-1883.030093,6425.388944
15310,444.1617104,-207.1971186,29.9118641,-1912.941482,-1883.029618,6425.388944
15320,437.1208856,-38.72796082,29.43770302,-1912.467097,-1883.029394,6425.388944
15330,442.5731968,-330.5459388,29.80488638,-1912.834405,-1883.029519,6425.388944
15340,457.0220827,-976.8267285,30.7779399,-1913.807897,-1883.029958,6425.388944
15350,470.4318505,-1619.414784,31.68101448,-1914.711263,-1883.030249,6425.388944
15360,476.0105532,-1976.411687,32.05670962,-1915.086784,-1883.030075,6425.388944
15370,476.0917074,-2075.586974,32.06217491,-1915.092161,-1883.029986,6425.388944
15380,472.5804424,-1987.532529,31.8257104,-1914.855883,-1883.030173,6425.388944
15390,463.5003977,-1709.874389,31.21421901,-1914.244241,-1883.030022,6425.388944
15400,453.9177545,-1507.89878,30.56888036,-1913.598261,-1883.029381,6425.388944
15410,456.8120294,-1865.029787,30.76379395,-1913.79305,-1883.029256,6425.388944
15420,473.6963214,-2764.294117,31.90085875,-1914.930834,-1883.029975,6425.388944
15430,488.8107954,-3500.269848,32.91873599,-1915.949309,-1883.030573,6425.388944
15440,488.5819391,-3517.472097,32.90332376,-1915.933724,-1883.0304,6425.388944
15450,476.0346842,-2965.579203,32.05833471,-1915.088096,-1883.029762,6425.388944
15460,464.6901147,-2377.583509,31.29433994,-1914.323776,-1883.029436,6425.388944
15470,462.1204731,-2034.820931,31.12128863,-1914.151003,-1883.029714,6425.388944
15480,463.6946645,-1826.011411,31.22730181,-1914.257295,-1883.029993,6425.388944
15490,464.239808,-1687.013723,31.26401425,-1914.293824,-1883.02981,6425.388944
15500,466.3814763,-1758.857151,31.40824391,-1914.438012,-1883.029768,6425.388944
15510,470.8871948,-2007.400467,31.71167943,-1914.741567,-1883.029888,6425.388944
15520,475.4462511,-2266.327251,32.01870696,-1915.04857,-1883.029863,6425.388944
15530,479.5965263,-2484.547726,32.29820531,-1915.328142,-1883.029936,6425.388944
15540,481.3721137,-2602.056593,32.41778142,-1915.447863,-1883.030082,6425.388944
15550,477.6533169,-2494.15802,32.16734078,-1915.197418,-1883.030077,6425.388944
15560,468.8792216,-2152.462672,31.57645341,-1914.606222,-1883.029768,6425.388944
15570,461.696919,-1800.240799,31.09276457,-1914.122159,-1883.029395,6425.388944
15580,463.3414198,-1671.823547,31.20351272,-1914.232979,-1883.029466,6425.388944
15590,471.7172061,-1705.571533,31.76757615,-1914.797526,-1883.02995,6425.388944
15600,476.2117111,-1570.797166,32.0702565,-1915.100553,-1883.030297,6425.388944
15610,468.9521647,-1019.854354,31.58136572,-1914.611563,-1883.030197,6425.388944
15620,451.9584914,-131.8910843,30.43693469,-1913.466685,-1883.029751,6425.388944
15630,435.6886163,659.5499607,29.34124751,-1912.370433,-1883.029186,6425.388944
15640,432.6611038,780.8726138,29.13736109,-1912.166394,-1883.029032,6425.388944
15650,446.3185901,34.19252819,30.05711815,-1913.086534,-1883.029416,6425.388944
15660,468.3827935,-1195.597698,31.54302169,-1914.572902,-1883.02988,6425.388944
15670,487.9113794,-2336.086757,32.85816523,-1915.888317,-1883.030152,6425.388944
15680,498.4826752,-3044.097016,33.57008424,-1916.600218,-1883.030134,6425.388944
15690,500.2674062,-3316.001976,33.69027612,-1916.720292,-1883.030016,6425.388944
15700,495.915032,-3285.908746,33.3971675,-1916.427223,-1883.030056,6425.388944
15710,485.6604201,-2964.583805,32.70657542,-1915.736649,-1883.030074,6425.388944
15720,470.6388823,-2349.641672,31.69495694,-1914.724754,-1883.029797,6425.388944
15730,457.1264924,-1670.923349,30.78497132,-1913.814546,-1883.029575,6425.388944
15740,450.5585154,-1235.626227,30.34265396,-1913.372188,-1883.029534,6425.388944
15750,452.0839439,-1181.166865,30.44538323,-1913.475048,-1883.029665,6425.388944
15760,458.5021197,-1400.46697,30.8776123,-1913.907503,-1883.02989,6425.388944
15770,464.6807885,-1667.726977,31.29371188,-1914.323642,-1883.02993,6425.388944
15780,468.6446031,-1826.380041,31.56065313,-1914.590603,-1883.02995,6425.388944
15790,469.6043172,-1779.856316,31.62528463,-1914.655251,-1883.029966,6425.388944
15800,467.3775485,-1532.875647,31.47532393,-1914.505194,-1883.02987,6425.388944
15810,463.8648063,-1255.280747,31.23875994,-1914.268578,-1883.029818,6425.388944
15820,460.1593683,-1068.59811,30.98921893,-1914.019113,-1883.029894,6425.388944
15830,455.6032714,-919.6077947,30.6823907,-1913.71212,-1883.029729,6425.388944
15840,454.3267658,-905.4955617,30.59642503,-1913.625743,-1883.029318,6425.388944
15850,463.7703434,-1302.463565,31.23239838,-1914.26187,-1883.029472,6425.388944
15860,479.6968943,-1973.619561,32.30496455,-1915.335162,-1883.030198,6425.388944
15870,486.7585905,-2310.234335,32.7805312,-1915.811035,-1883.030504,6425.388944
15880,478.3559938,-2008.174923,32.21466223,-1915.244682,-1883.03002,6425.388944
15890,464.1383681,-1389.082379,31.25718283,-1914.286725,-1883.029542,6425.388944
15900,455.1582635,-899.5568686,30.65242186,-1913.681878,-1883.029456,6425.388944
15910,454.7082333,-762.6513906,30.62211478,-1913.651654,-1883.02954,6425.388944
15920,461.1538511,-954.2579194,31.05619192,-1914.08596,-1883.029768,6425.388944
15930,469.1593489,-1201.827962,31.59531845,-1914.625392,-1883.030074,6425.388944
15940,472.1258575,-1151.013458,31.79509659,-1914.825245,-1883.030148,6425.388944
15950,468.7068029,-736.702527,31.56484195,-1914.594791,-1883.029949,6425.388944
15960,463.1307321,-217.0338657,31.18932405,-1914.219213,-1883.029889,6425.388944
15970,457.9298745,169.0302839,30.83907471,-1913.868923,-1883.029848,6425.388944
15980,455.1910008,277.474708,30.65462653,-1913.684299,-1883.029673,6425.388944
15990,459.2726684,-26.65217977,30.92950454,-1913.959097,-1883.029592,6425.388944
16000,471.3116493,-748.4281524,31.74026412,-1914.770277,-1883.030013,6425.388944
16010,482.2494685,-1536.632775,32.47686647,-1915.507327,-1883.03046,6425.388944
16020,482.4129469,-1967.886455,32.48787585,-1915.518194,-1883.030319,6425.388944
16030,473.5934032,-1995.225456,31.89392777,-1914.923898,-1883.02997,6425.388944
16040,462.9922348,-1819.798605,31.17999701,-1914.209752,-1883.029755,6425.388944
16050,455.8784264,-1631.639895,30.70092089,-1913.730514,-1883.029593,6425.388944
16060,455.4813569,-1558.416349,30.67418043,-1913.703784,-1883.029604,6425.388944
16070,461.1710182,-1618.556748,31.05734803,-1914.087157,-1883.029809,6425.388944
16080,468.3921999,-1731.301357,31.54365516,-1914.573677,-1883.030022,6425.388944
16090,472.6909366,-1839.109948,31.83315158,-1914.863237,-1883.030085,6425.388944
16100,472.5825181,-1916.240481,31.82585019,-1914.855929,-1883.030079,6425.388944
16110,468.7000392,-1922.568226,31.56438645,-1914.594323,-1883.029936,6425.388944
16120,464.3660508,-1896.406543,31.27251602,-1914.302321,-1883.029805,6425.388944
16130,462.7600775,-1933.155675,31.16436248,-1914.194174,-1883.029812,6425.388944
16140,464.7312352,-2104.002624,31.29710919,-1914.326837,-1883.029728,6425.388944
16150,471.8591475,-2461.448709,31.77713513,-1914.806895,-1883.02976,6425.388944
16160,482.2527712,-2858.137773,32.47708889,-1915.507287,-1883.030198,6425.388944
16170,486.6447086,-2913.774703,32.77286187,-1915.803308,-1883.030446,6425.388944
16180,479.683737,-2442.390113,32.30407848,-1915.334322,-1883.030244,6425.388944
16190,465.8832272,-1682.699135,31.37468956,-1914.404566,-1883.029877,6425.388944
16200,453.9786331,-1047.896966,30.57298019,-1913.602559,-1883.029579,6425.388944
16210,450.8225669,-828.5757625,30.36043638,-1913.389934,-1883.029498,6425.388944
16220,457.5718562,-1063.88077,30.81496413,-1913.844668,-1883.029703,6425.388944
16230,469.0408419,-1560.97807,31.58733765,-1914.617286,-1883.029948,6425.388944
16240,478.4131127,-2015.150483,32.21850887,-1915.248708,-1883.0302,6425.388944
16250,479.6855135,-2137.64797,32.30419812,-1915.334407,-1883.030209,6425.388944
16260,472.4880483,-1868.882513,31.81948816,-1914.849432,-1883.029944,6425.388944
16270,461.8197246,-1381.192897,31.10103486,-1914.13084,-1883.029805,6425.388944
16280,451.8235933,-904.9972361,30.42785004,-1913.457351,-1883.029501,6425.388944
16290,448.5573128,-717.4620423,30.2078839,-1913.237334,-1883.02945,6425.388944
16300,452.8887886,-871.6788484,30.49958512,-1913.5294,-1883.029815,6425.388944
16310,458.0852364,-1142.10262,30.84953749,-1913.879435,-1883.029897,6425.388944
16320,461.9877282,-1440.722303,31.11234898,-1914.142037,-1883.029688,6425.388944
16330,468.0072817,-1817.320606,31.51773302,-1914.547376,-1883.029643,6425.388944
16340,476.632699,-2186.395503,32.09860774,-1915.128426,-1883.029818,6425.388944
16350,483.7506302,-2351.235099,32.57796151,-1915.607971,-1883.030009,6425.388944
16360,484.9133931,-2212.664401,32.65626724,-1915.68634,-1883.030073,6425.388944
16370,479.1217261,-1841.864859,32.26623012,-1915.296122,-1883.029892,6425.388944
16380,471.2759374,-1501.196688,31.73785912,-1914.767396,-1883.029537,6425.388944
16390,469.3953829,-1547.350234,31.61121405,-1914.640692,-1883.029477,6425.388944
16400,475.3285545,-2099.462729,32.01078073,-1915.040518,-1883.029738,6425.388944
16410,483.3372023,-2867.118789,32.5501194,-1915.580204,-1883.030085,6425.388944
16420,485.1379074,-3312.972045,32.67138705,-1915.70165,-1883.030263,6425.388944
16430,476.9543564,-3120.104633,32.12026961,-1915.150171,-1883.029902,6425.388944
16440,465.9525811,-2551.9259,31.37936016,-1914.408821,-1883.029461,6425.388944
16450,461.5402756,-2146.017053,31.08221549,-1914.111638,-1883.029422,6425.388944
16460,465.1555607,-2155.988609,31.32568519,-1914.355347,-1883.029661,6425.388944
16470,471.7667252,-2444.430452,31.77091099,-1914.80084,-1883.029929,6425.388944
16480,475.6300881,-2710.731841,32.03108738,-1915.06107,-1883.029982,6425.388944
16490,475.7456567,-2818.608634,32.03887029,-1915.068701,-1883.029831,6425.388944
16500,474.8446999,-2792.345451,31.97819577,-1915.008144,-1883.029948,6425.388944
16510,471.4343122,-2587.610932,31.74852479,-1914.77857,-1883.030045,6425.388944
16520,464.6923066,-2239.527267,31.29448756,-1914.324229,-1883.029741,6425.388944
16530,460.8817422,-2015.030943,31.03786687,-1914.067391,-1883.029524,6425.388944
16540,464.7682333,-2071.031056,31.29960081,-1914.329224,-1883.029623,6425.388944
16550,474.3124852,-2301.049991,31.94235402,-1914.972231,-1883.029877,6425.388944
16560,483.174035,-2458.440952,32.53913098,-1915.569356,-1883.030225,6425.388944
16570,483.7410658,-2284.963573,32.5773174,-1915.607612,-1883.030295,6425.388944
16580,474.9917287,-1756.995444,31.98809736,-1915.01799,-1883.029893,6425.388944
16590,465.6761307,-1220.973655,31.36074274,-1914.390273,-1883.02953,6425.388944
16600,463.869287,-1037.796738,31.23906169,-1914.268708,-1883.029646,6425.388944
16610,467.765809,-1242.853418,31.50147115,-1914.531429,-1883.029958,6425.388944
